,title,company_name,company_code,category,report_date,suggestion,writer,report_corp,target_est,current_est,current_est_date,summary,keywords,pdf_link,pdf_id
34,신작 흥행이 절실한 시점,넷마블,251270,소프트웨어 개발,2022-05-16,BUY,이지은,대신증권,80000,72300,2022-05-13,넷마블은 신작의 흥행이 확인될 때까지 보수적인 접근이 필요하다고 판단하고 있다.,게임 출시 신작 가치 예정 블록 체인 마케팅 사전 글로벌 골든 브로스 진행 세븐 레볼루션 올해 기여 넷마블 성적 흥행 하이브 엔씨소프트 코웨이 자산 가정 손실 적자 전환 부재 라인업 하향 자회사 편입 인건비 부진 요인 일수 나이 오버 프라임 의미 작년 하반기 예약 시작 일정 공개 거의 박차 사실,https://markets.hankyung.com/pdf/2022/05/e24d016b1daa8b06ae18bf5a777fd8d7,e24d016b1daa8b06ae18bf5a777fd8d7
35,"1Q 깜작 실적, FC BGA 선택은 맞았다",대덕전자,353200,전자부품 제조,2022-05-16,BUY,박강호,대신증권,45000,31250,2022-05-13,"2022년 1분기 영업이익은 581억원으로 종전 추정(392억원)을 상회한 것으로 판단되며 매출 증가대비 영업이익, 영업이익이 예상치를 웃돌면서 본격적인 이익 확대 구간에 들어간것으로 보인다.",종전 축소 경쟁 성장 밸류 영역 동시 구간 분야 다른 가능 포인트 신규 수확 시간 손익 분기점 투자가 적기 진행 의미 연성 전장 긍정 요인 대덕 전자 증권 변경,https://markets.hankyung.com/pdf/2022/05/9faef6b4cc0fade75f38f7b6f23e6209,9faef6b4cc0fade75f38f7b6f23e6209
36,"개선되는 부채구조, 유리한 제도 변화",삼성생명,032830,보험,2022-05-16,BUY,"박혜진, 임수진",대신증권,80000,63500,2022-05-12,"보험영업익은 감소하였으나 비차익을 증가시켜 3,560억원으로 호조세를 유지했고 IFRS17도입시 CSM규모는 10~10.5조원 정도로 예상된다.",계약 보험 금리 헤지 업계 전반 성장 건강 상해 마진 이차 비차 변액 보증 손실 호조 부진 종신 상품 위주 무적 도입 소급 규모 내외 측은 설명 비율 승기 오히려 역마 진도 해소 지배 주주 차익 견조하 준비 환입 하락 적립 변동성 축소 보장 판매 선전 출시 경제 가정 변경,https://markets.hankyung.com/pdf/2022/05/70659c28caa20a217a13fd6a6ec4fae4,70659c28caa20a217a13fd6a6ec4fae4
37,"리니지는 OK, 신작은 여전히 물음표",엔씨소프트,036570,소프트웨어 개발,2022-05-16,BUY,이지은,대신증권,580000,439500,2022-05-13,"리니지W의 1분기 일매출은 출시 첫 분기 대비 36% 감소한 41억원 기록으로 매출 감소 속도보다는 소폭 빠른 것으로 파악되며, 2분기 매출액 33억원으로 추정된다.",리니지 출시 신작 게임 국내 인지도 변경 권역 당시 시리즈 잠식 하반기 올해 서구 의존 모멘텀 부족 할인 요인 산출 연도 견조함 속도 초기 만큼 자연 작년 유저 일부 플레이 복귀 반등 대만 견조 제외 신규 모든 안정 센티 부재 마케팅 점차 대감 물음표 블레이드 소울 아시아 지역 글로벌 예정,https://markets.hankyung.com/pdf/2022/05/a28162d9018d982f3a1a3638ee4111f6,a28162d9018d982f3a1a3638ee4111f6
38,"1Q 부진, 하반기 개선",와이솔,122990,전자부품 제조,2022-05-16,BUY,박강호,대신증권,15000,10850,2022-05-13,삼성전자의 갤럭시S22향 R/F 필터 부품 공급이 감소 및 중저가 모델의 비중 확대로 영업이익률이 하락한 것으로 분석되며 1분기 영업이익은 17억원으로 종전 추정(55억원) 대비 낮을 전망이다.,필터 종전 하반기 전자 공급 모델 고성능 부진 원자재 저가 하향 상반기 스마트폰 보유 갤럭시 부품 하락 분석 가도 포인트 중국 판매 중심 포트폴리오 물량 한계 신제품 중장 기적 관점 성의 라운드 국내 고객 사의 보급 프리미엄 실용 기술 요구 경쟁력 기능 주파 영역 다수 채용,https://markets.hankyung.com/pdf/2022/05/91a65df482dc231ae1b93016f1f709cc,91a65df482dc231ae1b93016f1f709cc
39,"연결 자회사 투자 부담, 원가 상승으로 실적 악화",이마트,139480,종합 소매,2022-05-16,BUY,"유정현, 정한솔",대신증권,200000,122500,2022-05-12,2022년 할인점 기존점의 성장률은 2%대로 예상되지만 PP센터 매출 증가로 SSG.COM 거래 수수료 증가에 따른 영업이익 감소로 손익 개선 쉽지 않아 보임,할인점 성장 센터 수수료 마켓 글로벌 발생 인플레이션 제시 대의 달성 거래 손익 보임 디지털 전환 자비 마케팅 지출 스타벅스 코리아 인수 무형 자산 점유 확보 경쟁 투자가 마무리 합산 내외 가치 조명 중장 기적 관점 매수 접근 유효 년도 중심 전략 적자 이마트 증권 지표,https://markets.hankyung.com/pdf/2022/05/06db3cda6726371b24407e2e0c46bb36,06db3cda6726371b24407e2e0c46bb36
40,2분기는 확실한 실적 개선 전망,컴투스,078340,소프트웨어 개발,2022-05-16,BUY,이지은,대신증권,140000,81400,2022-05-13,"컴투스의 거버넌스 토큰인 C2X는 테라를 메인넷으로 한 게임들의 출시 일정의 지연 가능성이 예상되어 1분기 매출액은 컨센서스에 부합했으나, 영업이익은 영업이익의 적자 전환은 미디어 사업부문 영업손실에 기인한 것으로 판단된다.",게임 블록 체인 출시 미디어 야구 테라 적자 라인업 글로벌 대감 프리미엄 부여 메인넷 지연 전환 손실 신작 컴투스 토큰 마케팅 달성 개사 이전 플랫폼 구축 밸류 이슈 그동안 할증 제거 이로 성과 가시 다시 효율 부재 코로나 부의 프로젝트 콘텐츠 제작 중단 거버넌스 루나 사태 예정 일정 가능성 경쟁력,https://markets.hankyung.com/pdf/2022/05/192242df23356fe14ec5396d72f816be,192242df23356fe14ec5396d72f816be
41,IFRS17 에서도 안정적인 자본 예상,삼성생명,032830,보험,2022-05-16,BUY,정태준,유안타증권,90000,65200,2022-05-13,일시납 저축성보험 만기 도래로 지급 보험금이 증가하면서 변액 관련 손실이 확대되었기 때문.,보험 손실 손익 정치 저축 변액 계약 준비 일시 만기 도래 지급 증시 하락 자본 보증 양호 안정 여력 전환 적자 보험금 보장 위주 판매 전략 가치 마진 헤지 금리 금도 파생 결과 회한 책임 전입 환입 발생 보유 보험료 적립금 특별 계정 자산 수수료 외화 환산 유안 증권 리서치,https://markets.hankyung.com/pdf/2022/05/54dc88e883f84c24a37525aeb3af3453,54dc88e883f84c24a37525aeb3af3453
42,증시 부진으로 특별계정자산 감소,미래에셋생명,085620,보험,2022-05-16,BUY,정태준,유안타증권,5000,3705,2022-05-13,IFRS17에 대한 특별한 가이던스를 제시하지는 않았으나 변동금리형 변액보험 위주의 전략으로 전환 후에도 양호한 이익과 자본이 이어질 것으로 예상된다.,손익 정치 변액 보험 증시 부진 양호 보험료 준비 전입 적립금 특별 계정 산이 가이던스 제시 변동 금리 위주 전략 이차 역마 제한 특성 전환 자본 업종 전반 계약 둔화 수입 비도 책임 적자 해약 보증 발생 규모 유안 증권 리서치 센터 미래에셋 생명 재무제표 포괄 손익계산서,https://markets.hankyung.com/pdf/2022/05/1add8b48a4feb057cc6d62825b12c17d,1add8b48a4feb057cc6d62825b12c17d
43,1Q22 리뷰 : 3 월 호텔의 일시적 부진,롯데관광개발,032350,여행사,2022-05-16,NR,이진협,유안타증권,0,15150,2022-05-13,"롯데관광개발은 1분기 영업수익 431억원, 영업이익 272억원(적지 YoY)를 기록하며 매출액과 영업이익이 컨센서스를 하회하는 실적을 보였는데, 이는 3월 호텔의 일시적인 부진에 기인한다고 분석된다.",호텔 제주도 홈쇼핑 채널 판매 일시 부진 무사 재개 만큼 축소 외국인 흑자 전환 레저 여력 롯데 관광 개발 적자 적지 회하 회의 오프라인 유통업체 사업자 현상 롤링 볼륨 모습 정상화 다시금 입도 계절 시기 신규 오픈 마케팅 목적 활용 점진 계획 요인 중후 반의 인상 거리 두기 해제 행사,https://markets.hankyung.com/pdf/2022/05/62632e497804adeed525e08f85284726,62632e497804adeed525e08f85284726
44,1Q22 리뷰 : 단말마진 적전으로 수익성 부진,LG유플러스,032640,전기 통신,2022-05-16,BUY,최남곤,유안타증권,20000,13700,2022-05-13,"무선 1.51조원, 스마트홈 5,816억원, 기업인프라 3,624억원 등 매출 성과는 높은 편이지만 유선 부문의 상대적 선전이 이어지면서 매출은 45.3%로 높아졌다.",동기 가입자 사물인터넷 성장 단말 마진 배당 경쟁 무선 규모 누적 우려 축소 사의 성과 스마트홈 기업 인프라 고객 핸셋 하락 근본 회선 유독 편이 측면 차이 필요 유선 상대 선전 달리 일시 상일 하반기 적자 수익률 통신사 관점 방향성,https://markets.hankyung.com/pdf/2022/05/f3335cc4b03c222ed912daeff69fe98f,f3335cc4b03c222ed912daeff69fe98f
45,시장 확대에 가격 인상까지,하이트진로,000080,알코올 음료,2022-05-16,BUY,"이경신, 박이경",하이투자증권,44000,35500,2022-05-13,"하이트진로의 1Q22 매출액과 영업이익은 전년동기 코로나 19 관련 업소용 시장 악화 이슈가 마무리되고, 가격인상 전 가수요효과 등이 더해짐에 따라 시장의 기대치를 상회하는 영업실적을 시현했다.",인상 가수 대외 성장 변수 기여 지배 물량 완화 축소 마무리 변동성 일부 동기 이슈 소주 베이스 외형 가능성 의미 흐름 물량성장 대응 레버리지 점유 하이트진로 오미크론 확산 코로나 소용 악화 대치 제한 부터 재주 수출 긍정 카테고리 시행 주정 포장재 원부 재료 저항 레귤러 맥주 역기 제품 직후 절벽,https://markets.hankyung.com/pdf/2022/05/82a81eb0a262598a93003cb3244d25eb,82a81eb0a262598a93003cb3244d25eb
46,국내 부문 손해율 개선으로 실적 방어,코리안리,003690,재보험,2022-05-16,BUY,정태준,유안타증권,12000,9470,2022-05-13,"글로벌 재보험료 상승률은 2020년 4분기를 고점으로 하락하고 있지만 이번 1분기에도 11%를 기록하며 두 자리 수 유지, IFRS17 도입 영향은 제한적일 전망이다.",손해 정치 비율 하락 보험 양호 증권 해외 보유 이기 계약 율과 전반 국내 글로벌 보험료 승률 자리 금리 우려 채권 상당 부분 분류 신종 자본 발행 계획 장기 문제 도입 가이던스 제시 전부 단기 제도 변화 제한 기업 가계 보합 공동 요인 합산 계산 기여 달성 무적 유안 리서치,https://markets.hankyung.com/pdf/2022/05/d5cf9565af0ae6b3cafdc68a79d612e3,d5cf9565af0ae6b3cafdc68a79d612e3
47,영업이익률 개선 등으로 밸류에이션 레벨업,티에스이,131290,정밀기기 제조,2022-05-16,NR,이상헌,하이투자증권,0,83900,2022-05-13,"타이거일렉, 메가터치 등 자회사들의 실적이 전년대비 대폭 개선되면서 동사 밸류에이션이 레벨업 될 것으로 전망된다.",올해 자회사 고객 성장 비메 모리 타이거 터치 테스트 수요 가시 반도체 검사 자체 라운드 가속 밸류 레벨 지엠 거듭 증설 가동 수입 대체 국산 물량 한편 세번 웨이퍼 재료 패키징 가공 성능 위해 칩격 소재 효율 생산 차이 국내 해외 사향 신제품 신규 양호 동기 대폭 향상 거래,https://markets.hankyung.com/pdf/2022/05/54fa4939111e1fccb95e8d334e73442d,54fa4939111e1fccb95e8d334e73442d
48,"본사 실적 양호한 가운데, 사업 영역 확대 중",한글과컴퓨터,030520,소프트웨어 개발,2022-05-16,BUY,박종선,유진투자증권,30000,20100,2022-05-13,공공기관 클라우드 전환에 따른 웹오피스 사업부문의 매출이 증가하고 있고 자회사 한컴라이프케어의 매출 부진으로 영업이익 감소가 있었지만 2분기에 실적 개선이 예상되어 본사의 안정적인 성장과 함께 자회사의 실적이 회복될 것으로 전망된다.,메타 버스 성장 본사 안정 클라우드 자회사 한컴 인공위성 드론 중심 업무 협약 예정 협력 스페이스 보유 회하 긍정 것임 공공기관 전환 오피스 둔화 라이프 케어 부진 방역 의복 소방 분야 일부 이연 영역 상실 회복 올해 상반기 글로벌 플랫폼 확장 싸이월드 싸이 타운 런칭할 레이 화로 가시 그룹 중장,https://markets.hankyung.com/pdf/2022/05/8059a760a60ecb697327a1f5769e8131,8059a760a60ecb697327a1f5769e8131
49,마이데이터 본격 확대로 최고 실적 달성,쿠콘,294570,서비스,2022-05-16,NR,박종선,유진투자증권,0,39200,2022-05-13,"전거래일 발표한 1분기 실적(연결기준)은 페이먼트 부문은 전년동기 대비 0.7% 증가하였음에도 불구하고, 데이터부문이 26.7%의 성장세를 보이며 매출 160억원, 영업이익 49억원을 달성했다.",데이터 성장 달성 거래 마이 동기 긍정 견인 국내 할증 성공 발표 별로 페이 먼트 실시 제품 수수료 안정 구조 발생 초기 수익률 업계 상실 유사 업체,https://markets.hankyung.com/pdf/2022/05/fc551dd01fba0a0f7312192e225ae794,fc551dd01fba0a0f7312192e225ae794
50,2차전지 투자 확대로 본격적 실적 회복세 전환,코윈테크,282880,특수 목적용 기계 제조,2022-05-16,BUY,박종선,유진투자증권,39000,30350,2022-05-13,"2021 년 1 분기부터 연속 5분기 동안 전년동기대비 큰 폭의 실적 성장세를 지속하고 있는 가운데, 글로벌 2 차전지 셀 제조업체들의 투자가 확대되면서 2차전지의 자동화 설비 매출이 증가하였고 탑머티리얼이 인수한 시스템엔지니어링 및 소재 관련 매출도 크게 늘었다.",성장 글로벌 정치 긍정 연속 동안 제조업체 투자가 자동화 설비 동기 인수 탑머티 리얼 시스템 엔지니어링 소재 하락 국내외 잔고 올해 수주 금액 여력 괴리율 보유 국내 고객 유사 업체 할증 거래,https://markets.hankyung.com/pdf/2022/05/f201acfa01b14ef33d5c560fe5279368,f201acfa01b14ef33d5c560fe5279368
51,판가 인상능력 입증,진성티이씨,036890,특수 목적용 기계 제조,2022-05-16,BUY,한병화,유진투자증권,18000,12100,2022-05-13,진성티이씨는 원재료와 운송비 상승에 따른 영업이익률 하락과 판매 가격 상승을 이유로 2017년 이후 분기 사상 최고 수준의 실적을 기록했다.,부품 글로벌 진성 이씨 업체 물량 시작 인플레이션 경쟁력 정상화 인상 재료 운송 진행 신규 장악 굴삭기 상태 건설 기계 전쟁 물류 적정 마진 시대 사상 이월 인식 환율 부가 기본 능력 호전 하락 행해 판매 확보 밥캣 디어 중형 신규물량 계속 최대 고객 캐터필러 견조하 러시아 냉전 체제 진입,https://markets.hankyung.com/pdf/2022/05/c7f018ea8f740a3004a6d57eb57495ce,c7f018ea8f740a3004a6d57eb57495ce
52,"뛰어갈 텐데, 훨훨 날아갈 텐데",인텔리안테크,189300,통신 장비 제조,2022-05-16,BUY,정의훈,유진투자증권,105000,80000,2022-05-13,"인텔리안테크의 1분기 실적은 해상용 VSAT 안테나의 수요가 증가하면서 매출액은 당사 추정치(374 억원)를 상회하고 영업이익은 소폭 하회, 매출은 전년대비 감소했다.",안테나 해상 수요 인텔 리안 테크 오프닝 위성 회복 정치 코로나 하반기 전세계 올해 존재 저궤도 흑자 전환 통상 계절 수기 추세 고스 설립 통신 주력 판매 기업 점유 여파 상선 크루즈 대형 선박 급감 부진 작년 대감 시차 즉각 반응 생각 치도 발사 지연 리스크 상당 부분 해소 공급,https://markets.hankyung.com/pdf/2022/05/47cd8582b60ab3f66b5b5fecd4640f0e,47cd8582b60ab3f66b5b5fecd4640f0e
